eventid,iyear,imonth,iday,approxdate,extended,resolution,provstate,city,latitude,longitude,specificity,vicinity,summary,crit1,crit2,crit3,doubtterr,alternative,alternative_txt,multiple,success,suicide,attacktype1,attacktype1_txt,attacktype2,attacktype2_txt,attacktype3,attacktype3_txt,targtype1,targtype1_txt,targsubtype1,targsubtype1_txt,corp1,target1,natlty1,natlty1_txt,targtype2,targtype2_txt,targsubtype2,targsubtype2_txt,corp2,target2,natlty2,natlty2_txt,targtype3,targtype3_txt,targsubtype3,targsubtype3_txt,corp3,target3,natlty3,natlty3_txt,gname,gsubname,gname2,gsubname2,gname3,gsubname3,motive,guncertain1,guncertain2,guncertain3,individual,nperps,nperpcap,claimed,claimmode,claimmode_txt,claim2,claimmode2,claimmode2_txt,claim3,claimmode3,claimmode3_txt,compclaim,weaptype1,weaptype1_txt,weapsubtype1,weapsubtype1_txt,weaptype2,weaptype2_txt,weapsubtype2,weapsubtype2_txt,weaptype3,weaptype3_txt,weapsubtype3,weapsubtype3_txt,weaptype4,weaptype4_txt,weapsubtype4,weapsubtype4_txt,weapdetail,nkill,nkillus,nkillter,nwound,nwoundus,nwoundte,property,propextent,propextent_txt,propvalue,propcomment,ishostkid,nhostkid,nhostkidus,nhours,ndays,divert,kidhijcountry,ransom,ransomamt,ransomamtus,ransompaid,ransompaidus,ransomnote,hostkidoutcome,hostkidoutcome_txt,nreleased,addnotes,scite1,scite2,scite3,dbsource,INT_LOG,INT_IDEO,INT_MISC,INT_ANY,related
2.02E+11,2016,1,27,,0,,Manipur,Imphal,24.798346,93.94043,1,0,"01/27/2016: An explosive device detonated at the residence of a contractor in Nambul Mapal, Imphal city, Manipur state, India. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,1,Business,12,Construction,Unknown,Residence of Contractor,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,,0,0,0,0,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Bomb blast in Meghalaya,"" South Asian Terrorism Portal, January 28, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,28,,0,,Uttar Pradesh,Chitrakoot district,25.065807,81.085714,3,0,"01/28/2016: An explosive device was discovered and defused on a train near Manikpur railway station in Chitrakoot district, Uttar Pradesh state, India. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,19,Transportation,100,Train/Train Tracks/Trolley,Indian Railways,Mahanagri Express Train,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,14,Time Fuse,,,,,,,,,,,,,A half-kilogram timed explosive device consisting of a watch and wires and concealed in a polythene bag was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""IED recovered from train toilet, defused,"" Times of India (Electronic Edition), January 30, 2016.","""Alert cops avert major tragedy at Manikpur railway station,"" Times of India, January 29, 2016.","""IED found in Mahanagri Exp, tragedy averted,"" NewsR.in, January 29, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,28,,1,,Chhattisgarh,Korra,18.578274,81.518644,1,0,"01/28/2016: Assailants abducted a civilian in Korra area, Chhattisgarh state, India. The hostage, identified as Hidma, was killed on January 30, 2016. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that Hidma was targeted because the group believed he was a police informant.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Hidma,92,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),Malanger Area Committee,,,,,The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and stated that Hidma was targeted because the group believed he was a police informant.,0,,,0,-99,0,1,5,Note left at scene,,,,,,,,5,Firearms,5,Unknown Gun Type,9,Melee,23,Knife or Other Sharp Object,9,Melee,21,Blunt Object,,,,,"Firearms, a sharp object, and sticks were used in the attack.",1,0,0,0,0,0,0,,,,,1,1,0,,2,,,0,,,,,,4,Hostage(s) killed (not during rescue attempt),0,,"""Maoists murder villager for refusing to join their ranks,"" Press Trust of India, January 30, 2016.","""Villager executed in Naxals' Jan adalat in Chhattisgarh,"" United News of India, January 30, 2016.","""Trader injured in grenade attack in Assam,"" South Asian Terrorism Portal, February 1, 2016.",START Primary Collection,0,0,0,0,
2.02E+11,2016,1,28,,0,,Assam,Haflong,25.16331,93.012824,1,0,"01/28/2016: Assailants threw a grenade at a police patrol in Haflong , Assam state, India. Three police officers were injured in the blast. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Indian Police Service (IPS),Patrol,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,7,Grenade,,,,,,,,,,,,,,0,0,0,3,0,0,0,,,,,0,,,,,,,,,,,,,,,,"The victims included Dharmendra Das, Tilak Nath, and R K Rajesh Singh.","""Grenade attack, firings in Assam,"" United News of India, January 28, 2016.","""Three Policemen injured in a grenade attack in Assam,"" South Asian Terrorism Portal, January 29, 2016.","""Three policemen injured in grenade attack in Assam,"" NewsReality.com, January 28, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,28,,0,,Assam,Haflong,25.16331,93.012824,1,0,"01/28/2016: Assailants opened fire on the residence of Deben Thaosen in Haflong, Assam state, India. Thaosen, a District Bharatiya Janata Party (BJP) General Secretary, was unharmed and there were no other reported casualties. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,2,Armed Assault,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Bharatiya Janata Party (BJP),Residence of General Secretary: Deben Thaose,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,AK-series assault rifles were used in the attack.,0,0,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Grenade attack, firings in Assam,"" United News of India, January 28, 2016.","""Drama on council meet eve,"" Calcutta Telegraph, January 28, 2016.","""Three Policemen injured in a grenade attack in Assam,"" South Asian Terrorism Portal, January 29, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,28,,0,,Assam,Unknown,26.267087,93.246986,4,0,"01/28/2016: Assailants opened fire on the residence of an Indian National Congress (INC) leader in Assam state, India. There were no reported casualties. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,2,Armed Assault,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Indian National Congress (INC),Residence of Leader,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,-9,,,,It is unknown if any property was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Grenade attack, firings in Assam,"" United News of India, January 28, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,28,,1,,Assam,Thaijuari,25.556608,92.969476,1,0,"01/28/2016: Assailants abducted Bijon Kemprai, a Dima Hasao Autonomous Council member and brother of the Dima Hasao District Congress Committee (DCC) president, from Thaijuari, Assam state, India. The outcome of the kidnapping is unknown. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Indian National Congress (INC),Brother of Dima Hasao District Congress Committee (DCC) President Mahendra Kemprai: Bijon Kemprai,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,1,0,,-99,,,0,,,,,,7,Unknown,-99,,"""4 kidnapped in Dima Hasao,"" NewsReality.com, January 29, 2016.","""Three Policemen injured in a grenade attack in Assam,"" South Asian Terrorism Portal, January 29, 2016.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,31,,0,,Odisha,Taupadar,18.854199,82.737644,2,0,"01/31/2016: Assailants attacked a construction site in Taupadar area, Odisha state, India. This was one of three related attacks in Odisha on the same day. At least three laborers were injured and several pieces of construction equipment were damaged across the three attacks. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and demanded that road work be ceased.",1,1,1,0,,,1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,,,1,Business,12,Construction,Unknown,Construction Site,92,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),Srikakulam-Koraput Division,,,,,The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and demanded that road work be ceased. Sources also suspected that the attack may have been related to an extortion demand.,0,,,0,30,0,1,5,Note left at scene,,,,,,,,5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,,,,,,,,,,0,0,0,1,0,0,1,4,Unknown,-99,An unknown number of construction vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent a division of the total of wounded across incidents 201601310017, 201601310030, and 201601310031.","""Maoists set fire to 3 camps, 8 construction vehicles in Koraput district,"" Orissadiary.com, February 2, 2016.","""Armed Maoists set ablaze camp office of contractor in Koraput,"" UNI (United News of India), February 1, 2016.","""Villagers under Red Shadow Demand Development,"" New Indian Express, February 1, 2016.",START Primary Collection,0,0,0,0,"201601310017, 201601310030, 201601310031"
2.02E+11,2016,1,31,,0,,Odisha,Kasuguda,18.629994,82.971984,1,0,"01/31/2016: Assailants attacked a construction site in Kasuguda area, Odisha state, India. This was one of three related attacks in Odisha on the same day. At least three laborers were injured and several pieces of construction equipment were damaged across the three attacks. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and demanded that road work be ceased.",1,1,1,0,,,1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,,,1,Business,12,Construction,Unknown,Construction Site,92,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),Srikakulam-Koraput Division,,,,,The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and demanded that road work be ceased. Sources also suspected that the attack may have been related to an extortion demand.,0,,,0,30,0,1,5,Note left at scene,,,,,,,,5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,,,,,,,,,,0,0,0,1,0,0,1,4,Unknown,-99,An unknown number of construction vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent a division of the total of wounded across incidents 201601310017, 201601310030, and 201601310031.","""Maoists set fire to 3 camps, 8 construction vehicles in Koraput district,"" Orissadiary.com, February 2, 2016.","""Villagers under Red Shadow Demand Development,"" New Indian Express, February 1, 2016.","""Maoists torch 8 heavy vehicles,"" The Telegraph (India), January 31, 2016.",START Primary Collection,0,0,0,0,"201601310017, 201601310030, 201601310031"
2.02E+11,2016,1,31,,0,,Odisha,Borabandha,18.633968,82.98913,1,0,"01/31/2016: Assailants attacked a construction site in Borabandha area, Odisha state, India. This was one of three related attacks in Odisha on the same day. At least three laborers were injured and several pieces of construction equipment were damaged across the three attacks. The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and demanded that road work be ceased.",1,1,1,0,,,1,1,0,2,Armed Assault,7,Facility/Infrastructure Attack,,,1,Business,12,Construction,Unknown,Construction Site,92,India,,,,,,,,,,,,,,,,,Communist Party of India - Maoist (CPI-Maoist),Srikakulam-Koraput Division,,,,,The Communist Party of India - Maoist (CPI-Maoist) claimed responsibility for the incident and demanded that road work be ceased. Sources also suspected that the attack may have been related to an extortion demand.,0,,,0,30,0,1,5,Note left at scene,,,,,,,,5,Firearms,5,Unknown Gun Type,8,Incendiary,18,Arson/Fire,,,,,,,,,,0,0,0,1,0,0,1,4,Unknown,-99,An unknown number of construction vehicles were damaged in this attack.,0,,,,,,,,,,,,,,,,"Casualty numbers for this attack represent a division of the total of wounded across incidents 201601310017, 201601310030, and 201601310031.","""Maoists set fire to 3 camps, 8 construction vehicles in Koraput district,"" Orissadiary.com, February 2, 2016.","""Villagers under Red Shadow Demand Development,"" New Indian Express, February 1, 2016.","""Maoists torch 8 heavy vehicles,"" The Telegraph (India), January 31, 2016.",START Primary Collection,0,0,0,0,"201601310017, 201601310030, 201601310031"
2.02E+11,2016,1,31,,0,,Assam,Chatlapar,25.740039,89.873729,2,0,"01/31/2016: Assailants threw a grenade at the residence of Saiful Islam in Chatlapar village, Assam state, India. Islam, a trader, was injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to the United Reformation Protest of India.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,14,Private Citizens & Property,77,Laborer (General)/Occupation Identified,Not Applicable,House of Trader: Saiful Islam,92,India,,,,,,,,,,,,,,,,,United Reformation Protest of India,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,7,Grenade,,,,,,,,,,,,,,0,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A house was damaged in this attack.,0,,,,,,,,,,,,,,,,,"""Trader injured in grenade attack in Assam,"" South Asian Terrorism Portal, February 1, 2016.",,,START Primary Collection,0,0,0,0,
2.02E+11,2016,1,31,,0,,Manipur,Mallom Bomdier,24.630422,93.759936,2,0,"01/31/2016: An explosive device was discovered and defused in Mallom Bomdier, Bishnupur district, Manipur state, India. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,,,,,,,,,,,,,A one-kilogram roadside bomb with 11 detonators was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Manipur deputy CM Gaikhangam escapes assassination bid,"" Financial Express, February 1, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,1,31,,0,,Jammu and Kashmir,Samba district,32.553167,75.110693,3,0,"01/31/2016: An explosive device was discovered and safely defused in Samba district, Jammu and Kashmir state, India. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Security forces gun down terrorist in Kashmir,"" Samaylive, January 30, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,1,,0,,Chhattisgarh,Tekadodha,20.388861,81.097718,1,1,"02/01/2016: An explosive device detonated targeting a Sashastra Seema Bal (SSB) patrol between Kacche and Bhaismudi villages, near Tekadodha, Chhattisgarh state, India. Two SSB personnel were injured in the blast. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,,,,,3,Police,23,Police Patrol (including vehicles and convoys),Sashastra Seema Bal (SSB),Patrol,92,India,,,,,,,,,,,,,,,,,Maoists,,,,,,"The specific motive is unknown; however, sources noted that Maoists were opposed to a railway project in the targeted area.",0,,,0,-99,0,0,,,,,,,,,,6,Explosives,8,Landmine,,,,,,,,,,,,,A landmine planted inside a pressure cooker was used in the attack.,0,0,0,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,The victims included Constables Ayon Mandal and Parmanand Maurya.,"""2 SSB jawans hurt in IED blast by Naxals,"" The Hindu, February 1, 2016.","""Bomb explodes in Chhattisgarh, 2 SSB personnel injured,"" UNI (United News of India), February 1, 2016.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,1,2016-2-1 0:00,0,,Chhattisgarh,Bheji,18.03077,81.32402,1,0,"02/01/2016: Security forces discovered and defused an explosive device in Bheji area, Sukma district, Chhattisgarh state, India. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,An eight-kilogram explosive device was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Nineteen Naxals held; IED defused,"" The Pioneer (India), February 2, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,2,,0,,Chhattisgarh,Kanker district,20.160212,81.101143,3,0,"02/02/2016: Assailants opened fire on security forces in Kesokodi Forest, Kanker district, Chhattisgarh state, India. At least one assailant was killed in the ensuing clash. No group claimed responsibility for the incident; however sources attributed the attack to Maoists.",1,1,0,1,1,Insurgency/Guerilla Action,0,0,0,2,Armed Assault,,,,,4,Military,34,"Military Personnel (soldiers, troops, officers, forces)",Border Security Force (BSF),Soldiers,92,India,,,,,,,,,,,,,,,,,Maoists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,1,0,1,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Naxal slain in encounter,"" UNI (United News of India), February 3, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,2,,0,,Odisha,Lakhpadar,19.624927,83.384863,1,1,"02/02/2016: Assailants detonated an explosive device and opened fire on a police patrol near Lakhpadar, Odisha, India. There were no reported casualties in the attack. Police personnel recovered Maoist literature at the scene of the attack.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,2,Armed Assault,,,3,Police,23,Police Patrol (including vehicles and convoys),Indian Police Service (IPS),Patrol,92,India,,,,,,,,,,,,,,,,,Maoists,,,,,,,0,,,0,-99,0,1,5,Note left at scene,,,,,,,,6,Explosives,8,Landmine,5,Firearms,5,Unknown Gun Type,,,,,,,,,A landmine and firearms were used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Maoist killed in encounter,"" The Hindu, February 28, 2016.","""Encounter in Rayagada after landmine blast,"" Times of India, February 3, 2016.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,3,,0,,Chhattisgarh,Aranpur,18.49625,81.294556,1,1,"02/03/2016: Security forces discovered and defused two explosive devices planted on an under-construction road between Sameli and Aranpur villages, Dantewada district, Chhattisgarh state, India. No group claimed responsibility for the incident; however, sources attributed the attempted attack to Maoists.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,3,Police,25,Police Security Forces/Officers,Indian Police Service (IPS),Officers,92,India,1,Business,12,Construction,Unknown,Construction Sites,92,India,,,,,,,,,Maoists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,Multiple explosive devices weighing five kilograms and kept in steel containers were used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Two Women Among Five Naxals Held in Chhattisgarh,"" Outlook India, February 3, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,3,,0,,Punjab,Ludhiana,30.898024,75.860077,1,0,"02/03/2016: Two assailants opened fire on Amit Arora in Basti Jodhewal Chowk, Ludhiana, Punjab state, India. Arora, a Shiv Sena leader, was injured in the attack. The Khalistan Liberation Force claimed responsibility for the incident.",1,1,1,0,,,0,0,0,1,Assassination,,,,,22,Violent Political Party,109,Party Official/Candidate/Other Personnel,Shiv Sena,Youth Leader: Amit Arora,92,India,,,,,,,,,,,,,,,,,Khalistan Liberation Force,,,,,,,0,,,0,2,2,1,8,Personal claim,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""India: Probe Agency NIA Says Sikh Extremists Living Abroad Behind Murder of Punjab RSS Leader,"" The New Indian Express Online, December 1, 2017.","""India: Shera involved in 7 killings: Cops,"" The Tribune Online, November 10, 2017.","""Shiv Sena leader shot at in Ludhiana,"" Times of India, February 3, 2016.",START Primary Collection,0,0,0,0,
2.02E+11,2016,2,3,,0,,Odisha,Nirgundri,19.561122,83.379864,1,0,"02/03/2016: Assailants attacked and killed Shyam Kadraka, a civilian, in Nirgundi village, Odisha state, India. No group claimed responsibility for the incident; however, sources attributed the attack to Maoists.",1,1,1,0,,,0,1,0,9,Unknown,,,,,14,Private Citizens & Property,68,Named Civilian,Not Applicable,Civilian: Shyam Kadraka,92,India,,,,,,,,,,,,,,,,,Maoists,,,,,,,0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Two tribals allegedly abducted by Maoists,"" The Hindu, February 29, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,3,,0,,Assam,Doom Dooma,27.567739,95.557243,1,0,"02/03/2016: Assailants opened fire on the residence of Durga Bhumij, a former Member of the Legislative Assembly (MLA), in Doom Dooma, Assam state, India. Bhumij was unharmed and there were no other reported casualties. The Moran Tiger Force (MTF) claimed responsibility for the incident.",1,1,1,0,,,0,0,0,1,Assassination,,,,,2,Government (General),15,Politician or Political Party Movement/Meeting/Rally,Government of India,Residence of Former Member of the Legislative Assembly (MLA): Durga Bhumij,92,India,,,,,,,,,,,,,,,,,Moran Tiger Force (MTF),,,,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Days before PM Modi's Assam visit, newly-formed outfit open fire in two locations,"" Indian Express, February 3, 2016.","""Three persons injured in grenade blast in Jammu and Kashmir,"" South Asian Terrorism Portal, February 8, 2016.",,START Primary Collection,0,0,0,0,
2.02E+11,2016,2,3,,0,,Assam,Digboi,27.39681,95.622044,1,0,"02/03/2016: Assailants shot and injured a shopkeeper in Digboi, Assam state, India. The Moran Tiger Force (MTF) claimed responsibility for the incident.",1,1,1,0,,,0,1,0,2,Armed Assault,,,,,1,Business,7,Retail/Grocery/Bakery,Unknown,Shopkeeper,92,India,,,,,,,,,,,,,,,,,Moran Tiger Force (MTF),,,,,,,0,,,0,-99,0,1,4,E-mail,,,,,,,,5,Firearms,5,Unknown Gun Type,,,,,,,,,,,,,,0,0,0,1,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Days before PM Modi's Assam visit, newly-formed outfit open fire in two locations,"" Indian Express, February 3, 2016.","""Three persons injured in grenade blast in Jammu and Kashmir,"" South Asian Terrorism Portal, February 8, 2016.",,START Primary Collection,0,0,0,0,
2.02E+11,2016,2,4,,0,,Uttar Pradesh,Meja,25.286686,81.97384,2,1,"02/04/2016: An explosive device was discovered and defused on a railway bridge in Allahabad district, Uttar Pradesh state, India. No group claimed responsibility for the attempted attack.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,19,Transportation,100,Train/Train Tracks/Trolley,Indian Railways,Railway Bridge,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,"An explosive device consisting of firecrackers, a motorcycle battery, and parts from a mobile charger was used in the attack.",0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""Bomb recovered on railway overbridge in Allahabad,"" UNI (United News of India), February 4, 2016.","""Bomb recovered on railway overbridge in Allahabad,"" United News of India, February 4, 2016.",,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,3,,0,,Jammu and Kashmir,Nowshera,33.15871,74.240527,1,0,"02/03/2016: An explosive device was discovered and defused in Ward Number 4, Nowshera town, Jammu and Kashmir state, India. No group claimed responsibility for the incident.",1,1,1,0,,,0,0,0,3,Bombing/Explosion,,,,,20,Unknown,,,Unknown,Unknown,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,17,Other Explosive Type,,,,,,,,,,,,,A 15-kilogram explosive device was used in the attack.,0,0,0,0,0,0,0,,,,,0,,,,,,,,,,,,,,,,,"""15-kg bomb, grenade found in Rajouri, defused,"" United News of India, February 4, 2016.",,,START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,5,,0,,Bihar,Kachi Dargah,25.605473,85.146213,2,0,"02/05/2016: Assailants opened fire on a vehicle carrying Lok Janshakti Party (LJP) leader Brijnathi Singh and his family in Kachi Dargah area, Patna district, Bihar state, India. Singh and his wife were killed while one other family member was wounded in the attack. No group claimed responsibility for the attack.",0,1,1,1,2,Other Crime Type,0,1,0,1,Assassination,,,,,14,Private Citizens & Property,84,Political Party Member/Rally,Lok Janshakti Party (LJP),Leader: Brijnathi Singh,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,,0,,,0,7,0,0,,,,,,,,,,5,Firearms,2,Automatic or Semi-Automatic Rifle,,,,,,,,,,,,,AK-47 assault rifles were used in the attack.,2,0,0,1,0,0,1,3,Minor (likely < $1 million),-99,A vehicle was damaged in this attack.,0,,,,,,,,,,,,,,,,"There is doubt that this incident meets terrorism-related criteria. Authorities suspected that a rival gang may have been involved in the attack. Casualty numbers for this incident conflict across sources. Following GTD protocol, the lowest reliable estimates are reported here.","""LJP leader shot dead by unidentified gunmen in Patna,"" Times of India, February 6, 2016.","""Patna shooting: Senior politician Brijnath Singh killed in Bihar by gunmen armed with AK-47s,"" International Business Times UK, February 5, 2016.","""LJP leader, his wife shot dead in Patna,"" Newshence.com, February 5, 2016.",START Primary Collection,-9,-9,0,-9,
2.02E+11,2016,2,5,,0,,Meghalaya,Jadigittim,25.377319,90.676019,1,1,"02/05/2016: Assailants detonated an explosive device and opened fire on a police convoy near Jadigittim village, South Garo Hills district, Meghalaya state, India. Two police officers were injured in the attack. No group claimed responsibility for the incident; however, sources attributed the attack to the Garo National Liberation Army.",1,1,1,0,,,0,1,0,3,Bombing/Explosion,2,Armed Assault,,,3,Police,23,Police Patrol (including vehicles and convoys),Indian Police Service (IPS),Convoy,92,India,,,,,,,,,,,,,,,,,Garo National Liberation Army,,,,,,,0,,,0,-99,0,0,,,,,,,,,,6,Explosives,16,Unknown Explosive Type,5,Firearms,5,Unknown Gun Type,,,,,,,,,,0,0,0,2,0,0,0,,,,,0,,,,,,,,,,,,,,,,The victims included Robert Nonglait and Tennyson Ch. Marak.,"""Two policemen injured in IED blast by Garo militants in Meghalaya,"" Morung Express, February 5, 2016.","""2 cops hurt in GNLA ambush in Garo Hills,"" Assam Tribune, February 5, 2016.","""GNLA stages ambush in SGH, 2 policemen injured,"" Meghalaya Times (India), February 5, 2016.",START Primary Collection,0,0,0,0,
2.02E+11,2016,2,5,,1,,Manipur,Zalembung,25.049281,94.35982,2,0,"02/05/2016: Assailants abducted four construction workers in Zalembung village, Ukhrul district, Manipur state, India. The outcome of the abduction is unknown. No group claimed responsibility for the incident.",1,1,1,0,,,0,1,0,6,Hostage Taking (Kidnapping),,,,,1,Business,12,Construction,Unknown,Construction Workers,92,India,,,,,,,,,,,,,,,,,Unknown,,,,,,"The specific motive is unknown; however, sources posited that the abduction was carried out for a ransom demand.",0,,,0,-99,0,0,,,,,,,,,,13,Unknown,,,,,,,,,,,,,,,,,0,0,,0,0,0,,,,,1,4,0,,-99,,,0,,,,,,7,Unknown,-99,,"""4 labourers abducted,"" Sangai Express, March 7, 2016.","""4 labourers abducted in Manipur,"" Assam Tribune, March 7, 2016.",,START Primary Collection,-9,-9,0,-9,
